|NombreProceso|NombreGrupo|Fecha|total_ejecucionesFecha|total_mipsFecha
25|WFL/OPCON/COPIA/SALIDA/RESPALDO/PRACTREVMI|OPERACION|2024-09-10|1|1.5178985273880533e-06
26|SOPORTE/WFL/ESTADISTICAS/PSW|MONITOREO|2024-09-10|2|3.6773830302700263e-06
27|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRSOLPDOTA|OPERACION|2024-09-10|1|3.89646116824356e-06
28|WFL/OPCON/COPIA/SALIDA/DRRESUEMPU|LOGISTICA|2024-09-10|1|1.8934610496283964e-06
29|WFL/OPCON/INDEXA/WRCODISOLI/PROVEEDORES|OPERACION|2024-09-10|86|0.00018724921421366437
30|WFL/OPCON/COPIA/SALIDA/CRAJUINVMI|OPERACION|2024-09-10|1|2.1281876260286107e-06
31|*SYSTEM/MFASUPPORT|UNISYS_UNASSIGNED|2024-09-10|2|5.275088593634173e-05
32|WFL/OPCON/COPIA/SALIDA/CRRECALCOS|OPERACION|2024-09-10|1|1.643086034801501e-06
33|CCF/EPORTALPORT/PORT_IN_HANDLER|SINCO|2024-09-10|2|0.00016211782210041488
34|(SINCO)PSINCO/DRANULASOL ON EXF|DEVOLUCIONES|2024-09-10|1|0.21902951827534178
35|WFL/OPCON/CRGENSOEVE|PEDIDOS|2024-09-10|1|1.4709532121080105e-06
36|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRCONMAPLB|OPERACION|2024-09-10|2|4.663234651150927e-06
37|(SINCO)PSINCO/IRINIDEPLA ON EXF|DIFUSIONES|2024-09-10|7|0.3527391339590831
38|(CPY)CPY/COMSDBINTERFACE|OPERACION|2024-09-10|3|1.580492281094777e-06
39|WFL/OPCON/COPIA/SALIDA/CRCEEXECAR|OPERACION|2024-09-10|1|1.4083594584012866e-06
40|WFL/OPCON/COPIA/SALIDA/WRBAJAPEDI|PEDIDOS|2024-09-10|2|6.243726932245704e-06
41|WFL/OPCON/PRSUBCXPN|OPERACION|2024-09-10|2|5.789922217871957e-06
42|WFL/OPCON/PRCAFECEXI|OPERACION|2024-09-10|1|2.9262579857893405e-06
43|(SINCO)OBJECT/PSINCO/COBOL/GESTION/IEINVT ON EXF|INVENTARIOS|2024-09-10|1|0.42075508722909033
44|(SINCO)OBJECT/COBOL/GENERA/PARAMETROS/IRBORIERET ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|2.1438360644552917e-06
45|(SINCO)PSINCO/IRCIECONTE ON EXF|INVENTARIOS|2024-09-10|645|0.7047756999781234
46|(SINCO)PSINCO/DRDEVRPV ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.00016526315822417765
47|WFL/OPCON/LEER/INDEXADO/WRINVENLIN|OPERACION|2024-09-10|1|1.0609641253289692e-05
48|WFL/OPCON/SREPCLASER|OPERACION|2024-09-10|1|1.2988203894145198e-06
49|(SINCO)PSINCO/CRPEDPROCE ON EXF|PEDIDOS|2024-09-10|1|0.00016828330684052705
50|(SINCO)PSINCO/WRINVZOR ON EXF|UNISYS_UNASSIGNED|2024-09-10|141|0.022789587654258384
51|(SINCO)PSINCO/CRGENVTASP ON EXF|VENTAS|2024-09-10|1|0.00015618706393670268
52|TCPIP/RIP|RED|2024-09-10|2|0.0
53|WFL/OPCON/WRINVENPOS|ROTAR|2024-09-10|2|2.8480157936559352e-06
54|WFL/OPCON/COPIA/SALIDA/WRBAJPREAI|OPERACION|2024-09-10|118|0.0006485025852785124
55|WFL/OPCON/COPIA/ENTRADA/CRCEPECAR|OPERACION|2024-09-10|1|2.832367355229254e-06
56|UTIL/COPIA/PLANEG|OPERACION|2024-09-10|31|5.570844079898422e-05
57|WFL/OPCON/CRCARPRESU|PRECIOS|2024-09-10|88|0.00011341988171658366
58|WFL/OPCON/WRCARFFMMQ|OPERACION|2024-09-10|1|1.4240078968279676e-06
59|WFL/OPCON/CRPRECIEVE|EVENTOS|2024-09-10|1|2.3942110792821873e-06
60|WFL/OPCON/COPIA/SALIDA/RESPALDO/IRCARMOINV|INVENTARIOS|2024-09-10|8|2.1344470013992832e-05
61|(SINCO)PSINCO/WREXF ON EXF|ROTAR|2024-09-10|38|0.19135982426177708
62|*SYSTEM/EVASUPPORT|UNISYS_SW1|2024-09-10|2|0.0
63|WFL/OPCON/COPIA/ENTRADA/WRCARGANGE/EXEP|OPERACION|2024-09-10|15|3.876118198288874e-05
64|(SINCO)PSINCO/WRENVIVECO ON EXF|VENTAS|2024-09-10|23|0.004213921038605637
65|WFL/OPCON/COBINDSOPR|OPERACION|2024-09-10|1|4.851015912271099e-06
66|WFL/OPCON/IRCIECONTE|INVENTARIOS|2024-09-10|645|0.0018105869197206944
67|SYSTEM/LICENSESUPPORT/NIGHTLY/DETAIL/DELETE|UNISYS_SW1|2024-09-10|1|0.0360601363229362
68|WFL/OPCON/COPIA/SALIDA/SREPCLASER|OPERACION|2024-09-10|1|1.5491954042414152e-06
69|(SINCO)PSINCO/WRDMCPORTA ON EXF|COMPRAS|2024-09-10|11|0.0027616677104175097
70|(SINCO)PSINCO/IRAJUMOINV ON EXF|INVENTARIOS|2024-09-10|1|0.0001969355975997799
71|*SYSTEM/TCPIPSECURITY|RED|2024-09-10|2|0.0
72|WFL/OPCON/DRRESCERPE|DESPACHOS|2024-09-10|1|1.643086034801501e-06
73|WFL/OPCON/COPIA/SNDMV/SALIDA/DRDEVOLVIR|OPERACION|2024-09-10|19|3.769708816987444e-05
74|(SINCO)PSINCO/IRLISAJUVA ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.00020608993407938826
75|WFL/OPCON/CRPLUSCATA|OPERACION|2024-09-10|1|2.6132892172557207e-06
76|WFL/OPCON/COPIA/SALIDA/WRCONVESIN|CONVENIOS|2024-09-10|1|1.6587344732281819e-06
77|WFL/OPCON/CRCARINVEN|OPERACION|2024-09-10|90|0.00015801793123262442
78|WFL/OPCON/DRETIPRPP|OPERACION|2024-09-10|354|0.0005257092889443464
79|(SINCO)PSINCO/CRPLAPRODU ON EXF|NEGOCIOS|2024-09-10|2|0.00846255031364165
80|(SINCO)FTP/FILE/TRANSFER/TO/EXITO|FTP|2024-09-10|2|1.1313820982490336e-05
81|WFL/OPCON/IRADIDEDIA|OPERACION|2024-09-10|1|6.885312907739623e-07
82|WFL/OPCON/COPIA/SALIDA/CRSOLICVMI/CORTES|MERCANCIACONSIG|2024-09-10|2|0.00048702634915359156
83|WFL/OPCON/COPIA/SALIDA/DREMPUMODA/INDEXA|EVENTOS|2024-09-10|1|1.0484453745876245e-06
84|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRBOREXCEP|OPERACION|2024-09-10|1|1.8778126112017155e-06
85|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRENVFACAL|PEDIDOS|2024-09-10|1368|0.0018037485521282418
86|(TRITON)OBJECT/ALGOL/UTIL/PSSHW|MONITOREO|2024-09-10|2|3.677383030270026e-06
87|(SINCO)PSINCO/WRACTDIAPE ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.0008069430243486573
88|(SINCO)PSINCO/WRCARTRAMQ ON EXF|UNISYS_UNASSIGNED|2024-09-10|5|0.0009499541031300946
89|WFL/OPCON/PRBAJCXPN|OPERACION|2024-09-10|2|2.988851739496064e-06
90|(SINCO)PSINCO/CRDISCANPR ON EXF|EVENTOS|2024-09-10|1|0.00018637290166177026
91|WFL/OPCON/WRCARGASAP|OPERACION|2024-09-10|267|0.00028966824371629116
92|WFL/OPCON/CRPROCENDO|OPERACION|2024-09-10|1|1.9717032417618014e-06
93|*SYSTEM/DATACOMSUPPORT|UNISYS_SW1|2024-09-10|2|0.0
94|(SINCO)PSINCO/WRPEDIRNSP ON EXF|NEGOCIOS|2024-09-10|1|0.0006028247935110307
95|*SYSTEM/DMUPDATE|UNISYS_SW1|2024-09-10|2|5.727328464165232e-06
96|(TRITON)OBJECT/ALGOL/MCPPRT/PSCHECK|MONITOREO|2024-09-10|258|0.0003189777688894645
97|(SINCO)PSINCO/DRCEDEAPL ON EXF|DESPACHOS|2024-09-10|1|0.01306805787543655
98|(SINCO)PSINCO/CRLISUCATE ON EXF|ARTICULOS|2024-09-10|1|0.0003835432258379504
99|(SIGHTLINE)VIEWPOINT/SESSION ON SIGHTLINE|MONITOREO|2024-09-10|2|0.0009985894497602193
100|WFL/OPCON/BORRA/INDEXADO/WRNOTFACEL|OPERACION|2024-09-10|174|0.00040510677398991667
101|WFL/OPCON/COPIA/SALIDA/CRCUALIBRO/DIARIO/DEPENDENCIA/NAS|COMPRAS|2024-09-10|1573|0.004207020077259463
102|*SMA/COMM|MONITOREO|2024-09-10|2|0.04038146824290256
103|(SINCO)PSINCO/DRINCOMAR ON EXF|MARCACION|2024-09-10|4|0.0006283004512696674
104|WFL/OPCON/COPIA/SALIDA/CRCOSTEOCR|VENTAS|2024-09-10|1|2.018648557041844e-06
105|(SINCO)PSINCO/DRETIGENE ON EXF|MARCACION|2024-09-10|75|0.02040720679442678
106|SISTEMA OPERATIVO|UNISYS MCP|2024-09-10|2|12.567223312918394
107|(SINCO)PSINCO/WRPUTRCVMQ ON EXF|UNISYS_UNASSIGNED|2024-09-10|110|0.08061047375021396
108|WFL/OPCON/COPIA/ENTRADA/RESPALDO/DRACTUACPM|OPERACION|2024-09-10|1|1.9560548033351204e-06
109|WFL/OPCON/DRDERPPLAP|OPERACION|2024-09-10|1|1.5178985273880533e-06
110|(SINCO)PROCESACUADRE|UNISYS_UNASSIGNED|2024-09-10|2|5.4926018877650185e-06
111|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRCARINVCC|MERCANCIACONSIG|2024-09-10|1|2.190781379735335e-06
112|WFL/OPCON/COPIA/RESPALDO/CREXPRECAR|PRECIOS|2024-09-10|1|5.633437833605147e-07
113|WFL/OPCON/WRBAJPREAI/ALM|OPERACION|2024-09-10|81|0.00011374849892354391
114|WFL/OPCON/CRCEFSBL|OPERACION|2024-09-10|3|4.929258104404503e-06
115|(SINCO)PSINCO/CREXTCVVAL ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.027667612771253944
116|*SYSTEM/LRSS/SUPPORT|UNISYS_UNASSIGNED|2024-09-10|2|1.162678975102397e-05
117|(SINCO)BDPSINCO/ACRLIBRARY|SINCO|2024-09-10|28|0.0
118|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRECECRE|OPERACION|2024-09-10|1|1.1736328820010723e-06
119|WFL/OPCON/WRPMCARUNI|OPERACION|2024-09-10|1|1.4709532121080105e-06
120|WFL/OPCON/COPIA/DUMMY/TITULO/CRCOSREAUT|OPERACION|2024-09-10|1|1.5961407195214583e-06
121|WFL/OPCON/COPIA/ENTRADA/WRACTFACEL|OPERACION|2024-09-10|1|1.9560548033351204e-06
122|WFL/OPCON/CRRETOREVE|PRECIOS|2024-09-10|636|0.0009054029989293344
123|(SINCO)PSINCO/CRGDISOMAY ON EXF|COMPRAS|2024-09-10|4|0.002735081013530579
124|WFL/OPCON/COPIA/ENTRADA/CRSOLICVMI/CORTES|MERCANCIACONSIG|2024-09-10|2|0.0010873317440779266
125|WFL/OPCON/CRDESEVEAO|OPERACION|2024-09-10|1|1.345765704694563e-06
126|WFL/OPCON/CRCAUSMCIA|CONTABLES|2024-09-10|1|1.8308672959216726e-06
127|WFL/OPCON/WRESXORL/CORTES|ROTAR|2024-09-10|5|8.45015675040772e-06
128|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRCARPRESU|PRECIOS|2024-09-10|88|0.00011584538967271921
129|WFL/OPCON/COPIA/ENTRADA/CRECECRE|OPERACION|2024-09-10|1|2.832367355229254e-06
130|WFL/OPCON/COPIA/SALIDA/CRCEPNABOR|OPERACION|2024-09-10|4|8.324969242994272e-06
131|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRENVIALNS|OPERACION|2024-09-10|96|0.00031066844808489715
132|(LUISJA)FTP/FILE/TRANSFER/TO/NAS|FTP|2024-09-10|1|3.7712736608301117e-06
133|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRPRICARGA|PRECIOS|2024-09-10|1|1.8308672959216726e-06
134|WFL/OPCON/CRGDISOMAY|OPERACION|2024-09-10|25|4.6820127772629434e-05
135|(SINCO)PSINCO/CRCIESOLIC ON EXF|PEDIDOS|2024-09-10|3|0.0012835162166332252
136|WFL/OPCON/CRCARPREFA|PRECIOS|2024-09-10|4|5.789922217871955e-06
137|(SINCO)PSINCO/WRAPLIPCIO ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.0001512265089554448
138|*SYSTEM/PRINT/REMOTE/LIB|IMPRESION|2024-09-10|3|1.1094742844516804e-05
139|(SINCO)PSINCO/CRACTCOLOG ON EXF|LOGISTICA|2024-09-10|5|0.0008550776209491279
140|(SINCO)PSINCO/WRINVENPOS ON EXF|ROTAR|2024-09-10|2|0.00041020816491701474
141|WFL/OPCON/CRGENCESLO|OPERACION|2024-09-10|7|1.1783274135290764e-05
142|*SYSTEM/DMUTILITY|OPERACION|2024-09-10|8|0.0010432344445915397
143|(SINCO)PROCESACALENDARIO|UNISYS_UNASSIGNED|2024-09-10|1|3.348765823309726e-06
144|WFL/OPCON/COPIA/SALIDA/RESPALDO/PRPAQUETES|OPERACION|2024-09-10|1|2.081242310748568e-06
145|WFL/OPCON/COPIA/INSUMO/CRCARPRESU_PP|PRECIOS|2024-09-10|4|5.9464066021387656e-06
146|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRGENCESLO|OPERACION|2024-09-10|7|3.746236159347422e-05
147|WFL/OPCON/WRLISDEVEN|OPERACION|2024-09-10|790|0.0011388464033785586
148|*OBJECT/SINGLEPOINT/DISKUTIL|OPERACION|2024-09-10|2|0.00035586113826115335
149|WFL/OPCON/WRLISINSAP|OPERACION|2024-09-10|91|0.0001321667109517474
150|WFL/OPCON/COPIA/ENTRADA/RESPALDO/WRPMCARSUM|OPERACION|2024-09-10|68|0.00013909896917476707
151|(SINCO)FTP/FILE/TRANSFER/TO/EXITOLSCLOUDPRD|FTP|2024-09-10|823|0.004136242190255589
152|WFL/OPCON/COPIA/SANDM/SALIDA/WRDATOSCHE|OPERACION|2024-09-10|11|2.1187985629726018e-05
153|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRSOLPDOTA|OPERACION|2024-09-10|1|1.7682735422149488e-06
154|WFL/OPCON/COPIA/ENTRADA/CRPRICARGA|PRECIOS|2024-09-10|1|2.362914202428825e-06
155|(SINCO)PSINCO/CRPRIPLUID ON EXF|PRESUPUESTOS|2024-09-10|1|0.0001435900710032245
156|(SINCO)PSINCO/CRPLANILIS ON EXF|UNISYS_UNASSIGNED|2024-09-10|2|0.00035331044279760275
157|WFL/OPCON/COPIA/SALIDA/CRCARPRESU/PP|PRECIOS|2024-09-10|4|1.2064946026971023e-05
158|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRGEPLAEVE|OPERACION|2024-09-10|46|7.443962159572132e-05
159|WFL/OPCON/COPIA/RESPALDO/CRDISTRIFI|OPERACION|2024-09-10|2|3.8495158529635166e-06
160|WFL/OPCON/WRDMCPORTA_CED|COMPRAS|2024-09-10|4|1.284736794830507e-05
161|(SINCO)PSINCO/CRGENLISAL ON EXF|UNISYS_UNASSIGNED|2024-09-10|3|0.0037610395820990624
162|*SYSTEM/PDIR|UNISYS_UNASSIGNED|2024-09-10|98|0.00014405952415602496
163|(SINCO)OBJECT/PSINCO/OPCON/COBOL/LEE/DRPRELINEA ON EXF|PRECIOS|2024-09-10|5819|0.031675913328932756
164|*SYSTEM/COMS/LANGUAGE/SUPPORT|UNISYS_SW1|2024-09-10|2|4.0685939909370505e-07
165|WFL/OPCON/CRDESEVEDI|OPERACION|2024-09-10|1|2.8010704783758925e-06
166|WFL/OPCON/GENERA/PLANO/IMPRESORAS|MONITOREO|2024-09-10|2|2.9419064242160207e-06
167|WFL/OPCON/CRCARSIMUL/MULTI|EVENTOS|2024-09-10|20|9.38906305600858e-06
168|WFL/OPCON/COPIA/SALIDA/CRSCEMODEN|OPERACION|2024-09-10|2|2.816718916802573e-06
169|WFL/OPCON/WRCARGATR|OPERACION|2024-09-10|254|0.0012825616618891982
170|(SINCO)PSINCO/WRAVIRECLI ON EXF|COMPRAS|2024-09-10|64|0.06715458497681058
171|WFL/OPCON/DRMARLIPRE|OPERACION|2024-09-10|92|0.00013399757824766908
172|WFL/OPCON/COPIA/ENTRADA/CRACTREGRE|OPERACION|2024-09-10|1|1.9717032417618014e-06
173|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRMONEGALM|COMPRAS|2024-09-10|10|7.1200394841398385e-06
174|VIRTUAL/DESPACHOS/R/J|IMPRESION|2024-09-10|1|9.874164647235687e-06
175|(SINCO)PSINCO/CRPRIZONPR ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.00020225606666485145
176|WFL/OPCON/COPIA/ENTRADA/CRGRACECLC|OPERACION|2024-09-10|1|2.5819923404023586e-06
177|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRCARPLUD|OPERACION|2024-09-10|5|6.541047262352642e-06
178|WFL/OPCON/COPIA/SALIDA/WRCPTESAT|CXP|2024-09-10|1|2.5037501482689538e-06
179|*NXEDIT/WORKER/|UNISYS_SW1|2024-09-10|15|0.0008570023788756095
180|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRCESTPXDE|OPERACION|2024-09-10|1|1.7682735422149488e-06
181|WFL/OPCON/FILECOPY/DISCO/USERS|OPERACION|2024-09-10|1|1.7213282269349059e-06
182|WFL/OPCON/CRACPRELIN|PRECIOS|2024-09-10|1|1.0640938130143053e-06
183|(SINCO)PSINCO/CRCOSCOMBO ON EXF|UNISYS_UNASSIGNED|2024-09-10|645|0.12487172192599735
184|WFL/OPCON/COPIA/SNDMV/SALIDA/DRFACTREDI|DIDETEXCO|2024-09-10|1|1.4021000830306142e-05
185|(SINCO)PSINCO/DRLISMOUCR ON EXF|UNISYS_UNASSIGNED|2024-09-10|6|0.0035378302563808853
186|WFL/OPCON/CRAGENDABR|ROTAR|2024-09-10|1|2.550695463548997e-06
187|TCPIP/SSL/|RED|2024-09-10|12|0.0003513230911174141
188|WFL/OPCON/COPIA/ENTRADA/CRBOREXCEP|OPERACION|2024-09-10|1|2.3003204487221014e-06
189|SYSTEM/SSH/WORKER//|UNISYS_UNASSIGNED|2024-09-10|2|3.4426564538698105e-06
190|WFL/OPCON/COPIA/SALIDA/CRECECRE|OPERACION|2024-09-10|1|1.0640938130143053e-06
191|WFL/OPCON/COPIA/ENTRADA/CRCARGAAGE|OPERACION|2024-09-10|1|3.286172069603002e-06
192|(SINCO)PSINCO/CRBORFACTH ON EXF|DEPURADORES|2024-09-10|1|0.00022486806019140544
193|WFL/OPCON/COPIA/ENTRADA/IRCREIIAJU|DESPACHOS|2024-09-10|1|2.8010704783758925e-06
194|*LIBRARY/MAINTENANCE|OPERACION|2024-09-10|62176|1.2705827822735605
195|(SINCO)PSINCO/DBINTERFACE ON EXF|SINCO|2024-09-10|32306|0.7143956400946714
196|WFL/OPCON/COPIA/SALIDA/DRAGOTA|OPERACION|2024-09-10|1|2.1281876260286107e-06
197|WFL/OPCON/COPIA/ENTRADA/CRGENSUMIN|OPERACION|2024-09-10|2|6.040297232698852e-06
198|WFL/OPCON/COPIA/SALIDA/WRPMCARDPL|OPERACION|2024-09-10|69|0.000268840172170379
199|(SINCO)PSINCO/DRDERPNAJA ON EXF|DESPACHOS|2024-09-10|1|0.07290815587221736
200|(SINCO)PSINCO/PRSUBCXPN ON EXF|CXP|2024-09-10|2|0.01706853421390226
201|WFL/OPCON/CRCARCETIA|OPERACION|2024-09-10|1|1.5961407195214583e-06
202|WFL/OPCON/COPIA/SALIDA/WREDIDEVPR|OPERACION|2024-09-10|2|4.804070596991056e-06
203|(SINCO)PSINCO/SREJEREPO ON EXF|OPERACION|2024-09-10|2|0.00791746825792508
204|WFL/OPCON/COPIA/SALIDA/WRCARGANGE/DUMMY/EXEP|OPERACION|2024-09-10|15|2.653975157165091e-05
205|WFL/OPCON/CRDESPLLOG|OPERACION|2024-09-10|86|0.00012805117164553032
206|WFL/OPCON/COPIA/ENTRADA/CRACTPLUCL|SURTIDOSTAGE|2024-09-10|1|1.9404063649084393e-06
207|SECURITYCENTERDB|UNISYS_SW1|2024-09-10|2|2.2893665418234317e-05
208|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRDESINEXC|OPERACION|2024-09-10|4|7.855516090193844e-06
209|WFL/OPCON/COPIA/SALIDA/RESPALDO/WREXRECITO|OPERACION|2024-09-10|1|2.3472657640021445e-06
210|WFL/OPCON/COPIA/SALIDA/RESPALDO/DREXTDEPOP|OPERACION|2024-09-10|1|2.3159688871487824e-06
211|WFL/OPCON/COPIA/ENTRADA/CRCESTPXDE|OPERACION|2024-09-10|1|2.488101709842273e-06
212|WFL/OPCON/CREA/PARAMETROS/CRPEDIEVEN|EVENTOS|2024-09-10|10|3.035797054776107e-05
213|*OBJECT/ALGOL/CLEANSCHARS|COBOLINDEXA|2024-09-10|111|0.0
214|WFL/OPCON/ACTUALIZA/TOKEN/CONTADOR/DRACTINVTO|OPERACION|2024-09-10|131|7.950971564596607e-05
215|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRCODISOLI|OPERACION|2024-09-10|85|0.00025768283557215554
216|WFL/OPCON/WRLIQVENCO|VENTAS|2024-09-10|38|5.525463608461049e-05
217|(SINCO)PSINCO/IRADIDEDIA ON EXF|UNISYS_UNASSIGNED|2024-09-10|1|0.030782997783868147
218|WFL/OPCON/COPIA/ENTRADA/WRCAMBISIG|OPERACION|2024-09-10|1|2.003000118615163e-06
219|(SINCO)PSINCO/DRRESUMODA ON EXF|EVENTOS|2024-09-10|1|0.008814155076650745
220|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRLTOLTSA|OPERACION|2024-09-10|5|1.0766125637556502e-05
221|WFL/OPCON/COPIA/SALIDA/WRLCHGPREC|OPERACION|2024-09-10|1|2.4098595177088683e-06
222|*SYSTEM/PRINT/SUPPORT|IMPRESION|2024-09-10|3|0.026910838640501228
223|(SINCO)PSINCO/CRLISCACLI ON EXF|UNISYS_UNASSIGNED|2024-09-10|2|1.577362593409441e-05
224|WFL/OPCON/COPIA/RESPALDO/DAILY|OPERACION|2024-09-10|1|9.232578671741768e-07
225|(SINCO)PSINCO/DRACTDATCR ON EXF|TRANSPORTE|2024-09-10|2|0.0022070557556990835
226|WFL/OPCON/CRPREPEDIM|OPERACION|2024-09-10|1|1.345765704694563e-06
227|WFL/OPCON/COPIA/SNDMV/ENTRADA/WRINVZOR|OPERACION|2024-09-10|141|0.00027157864889504807
228|WFL/OPCON/WRCRECEVSP|OPERACION|2024-09-10|1|1.4083594584012866e-06
229|(SINCO)PSINCO/CRPEDIXNIT ON EXF|PEDIDOS|2024-09-10|94|0.26273955020754525
230|WFL/OPCON/COPIA/SNDMV/SALIDA/CROMSNVD-N|OPERACION|2024-09-10|1|1.345765704694563e-06
231|(SINCO)OBJECT/PSINCO/OPCON/COBOL/INDEXA/POR/NIT ON EXF|OPERACION|2024-09-10|4|3.636697090360656e-05
232|WFL/OPCON/COPIA/ENTRADA/WRPUTETIMQ|OPERACION|2024-09-10|104|0.00014959907135906995
233|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRSEGUIEVE/SS|EVENTOS|2024-09-10|4|6.807070715606219e-06
234|WFL/OPCON/CRRECALCOS|OPERACION|2024-09-10|1|1.5178985273880533e-06
235|(SINCO)PSINCO//LOGLIBRARY ON EXF|UNISYS_UNASSIGNED|2024-09-10|2|0.0
236|WFL/OPCON/WRETINMAY|PRECIOS|2024-09-10|65|9.493907593467342e-05
237|CCF/OI_HANDLER|SINCO|2024-09-10|2|6.885312907739623e-07
238|WFL/OPCON/COPIA/SNDMV/SALIDA/WRPMCARSUM|OPERACION|2024-09-10|68|0.00011536028808149206
239|WFL/OPCON/COPIA/SALIDA/CRCOSTOREC|MILAN|2024-09-10|1|3.1140392469095114e-06
240|*SYSTEM/CANDE|UNISYS_SW1|2024-09-10|2|0.0005066651393790753
241|(SINCO)PSINCO/DRPLADCUAD ON EXF|INVENTARIOS|2024-09-10|3|0.0012887740919445907
242|WFL/OPCON/DRMARLINEA|OPERACION|2024-09-10|92|0.000163776556573643
243|WFL/OPCON/COPIA/SALIDA/CRCARPREMA|PRECIOS|2024-09-10|75|0.00012531269492086115
244|WFL/OPCON/COPIA/ENTRADA/PRACTREVMI|OPERACION|2024-09-10|1|2.2377266950153776e-06
245|WFL/OPCON/WREXTSOBR|OPERACION|2024-09-10|1|1.283171950987839e-06
246|WFL/OPCON/DUMPALL/IRFOINVEHI|OPERACION|2024-09-10|1|1.8308672959216726e-06
247|(SINCO)PSINCO/WRINVENLIN ON EXF|INVENTARIOS|2024-09-10|1444|3.768492714243557
