|NombreProceso|NombreGrupo|Fecha|total_ejecucionesFecha|total_mipsFecha
36|WFL/OPCON/LEER/ARCHIVOS/BORRA/WRNOTFACEL|OPERACION|2024-09-12|170|0.00027517778973318476
37|*SYSTEM/MESSAGESUPPORT|UNISYS_SW1|2024-09-12|2|0.0
38|WFL/OPCON/COPIA/SALIDA/RESPALDO/DRETIPRRE|OPERACION|2024-09-12|354|0.0011883424141221535
39|WFL/OPCON/CRLISTAEVE|PRECIOS|2024-09-12|1930|0.0029827488485096748
40|(SINCO)PSINCO/WRPMENVDEA ON EXF|UNISYS_UNASSIGNED|2024-09-12|95|0.018331597921511813
41|(SINCO)PSINCO/IRAJUSINVE ON EXF|INVENTARIOS|2024-09-12|3|0.026227283553146956
42|WFL/OPCON/COPIA/SALIDA/CRDESINEXC|OPERACION|2024-09-12|1|3.020148616349426e-06
43|(SINCO)PSINCO/WRCARFFMMQ ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.9246651468903268
44|WFL/OPCON/COPIA/ENTRADA/CRCEEVCVER|OPERACION|2024-09-12|1|3.004500177922745e-06
45|WFL/OPCON/CRPRIPLUID|PRESUPUESTOS|2024-09-12|1|6.8853129077396235e-06
46|(SINCO)PSINCO/CRGENEPROG ON EXF|PEDIDOS|2024-09-12|6|0.004562411762367821
47|(SINCO)PSINCO/CRFPRSBL ON EXF|ROTAR|2024-09-12|1|0.002917432266516692
48|(SINCO)PSINCO/WREXRECITO ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.00039080410126793037
49|WFL/OPCON/COPIA/RESPALDO/CRCUALIBRO/ACUMULADO/F/NOC|COMPRAS|2024-09-12|4|1.3708032061772523e-05
50|*LOCUM/SAFELIB/TRACKER|UNISYS_SW1|2024-09-12|2|0.004833474012794785
51|WFL/OPCON/COPIA/SALIDA/WRESXCAL|ROTAR|2024-09-12|644|0.0010799143842636805
52|WFL/OPCON/LEER/ARCHIVOS/CREANESCOD/FUENTES|OPERACION|2024-09-12|68|0.004576855271035647
53|WFL/OPCON/COPIA/SALIDA/CRCOMBESPE|OPERACION|2024-09-12|1|1.7526251037882678e-06
54|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRECEDIC|OPERACION|2024-09-12|1|1.643086034801501e-06
55|(SINCO)IMPRESION|UNISYS_UNASSIGNED|2024-09-12|38|2.9919814271814e-05
56|(SINCO)PSINCO/DRETIGENE ON EXF|MARCACION|2024-09-12|31|0.007303345291869979
57|(SINCO)PSINCO/CRANULAPED ON EXF|PEDIDOS|2024-09-12|1|0.049037010747660474
58|WFL/OPCON/COPIA/ENTRADA/RESPALDO/WRPMCARMAR|OPERACION|2024-09-12|69|0.00014288589127402383
59|(SINCO)PSINCO/CRCOSTEOCR ON EXF|VENTAS|2024-09-12|764|0.16916871113514712
60|WFL/OPCON/COPIA/SANDM/SALIDA/WRENVIALIA|OPERACION|2024-09-12|1|2.003000118615163e-06
61|WFL/OPCON/SRSUSUCLAS|OPERACION|2024-09-12|1|1.2988203894145198e-06
62|(SINCO)PSINCO/DRINFDESMA ON EXF|UNISYS_UNASSIGNED|2024-09-12|2|1.2518750741344769e-06
63|WFL/OPCON/CRCARPRESU/PP|PRECIOS|2024-09-12|4|6.8853129077396235e-06
64|*SYSTEM/TIME/SUPPORT|UNISYS_SW1|2024-09-12|2|8.919609903208195e-07
65|WFL/OPCON/CRBORRVTAS|OPERACION|2024-09-12|1|2.7541251630958493e-06
66|WFL/OPCON/COPIA/SALIDA/CRGENPENDIA/CORTES|OPERACION|2024-09-12|4|8.45015675040772e-06
67|(SINCO)PSINCO/CRSEDECLU ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.004023416949199222
68|*SYSTEM/OLEDB/WORKER|UNISYS_SW1|2024-09-12|1408|2.649269452652053
69|(SINCO)PSINCO/CRPLANIGEN ON EXF|UNISYS_UNASSIGNED|2024-09-12|7|0.0058698700897938695
70|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRLIQVENCO|VENTAS|2024-09-12|827|0.001054720398396724
71|(SINCO)PSINCO/CRCUALIBRO ON EXF|COMPRAS|2024-09-12|16|0.2911860327046104
72|(SINCO)PSINCO/CRSEGVDIRE ON EXF|COMPRAS|2024-09-12|2|0.0003362223480356672
73|(SINCO)PSINCO/WRCARVITTE ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.0005246138982544793
74|WFL/OPCON/CRCARGAAGE|OPERACION|2024-09-12|1|1.8465157343483537e-06
75|WFL/OPCON/COPIA/ENTRADA/DUMMY/DRACTUACPM|OPERACION|2024-09-12|1|3.2079298774695973e-06
76|WFL/OPCON/COPIA/SALIDA/RESPALDO/DRTRALIANZ|OPERACION|2024-09-12|1|3.6147892765633025e-06
77|WFL/OPCON/WRCARALIMQ|OPERACION|2024-09-12|101|0.00015474740760144804
78|(SINCO)PSINCO/CRENVCOMEX ON EXF|PEDIDOS|2024-09-12|14|0.002198621247387102
79|(SINCO)PSINCO/DRLISOPUCR ON EXF|LOGISTICA|2024-09-12|7|0.008926197895785781
80|(SINCO)OBJECT/COBOL/BORRA/CEDPL ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.3154331472108066
81|*SYSTEM/CNS/SUPPORT|RED|2024-09-12|2|0.0
82|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRCOSCOMBO|OPERACION|2024-09-12|641|0.0017717631439841005
83|WFL/OPCON/INDEXA/WRINVENLIN|OPERACION|2024-09-12|1|2.1594845028819728e-06
84|WFL/OPCON/CRPRECIEVE|EVENTOS|2024-09-12|1|2.2690235718687393e-06
85|SYSTEM/WLM/HOST/EVENT|UNISYS_WLM|2024-09-12|7|9.138688041181681e-06
86|WFL/OPCON/CRGENPEDLC|PEDIDOS|2024-09-12|3|2.175132941308654e-06
87|WFL/OPCON/COPIA/SALIDA/WRLOCDEP|OPERACION|2024-09-12|1|1.8308672959216726e-06
88|(SINCO)PSINCO/DRIMPDEVOL ON EXF|DEVOLUCIONES|2024-09-12|2|0.012202182831973009
89|WFL/OPCON/COPIA/ENTRADA/CRGENEMPAQ|PEDIDOS|2024-09-12|1|2.488101709842273e-06
90|WFL/OPCON/COPIA/SALIDA/CREXPRECAR/COBINEXPRE|PRECIOS|2024-09-12|1|0.00012704967158622273
91|*LINC/RIP|SINCO|2024-09-12|63184|0.5628462882060659
92|(SINCO)OBJECT/SYMBOL/CLOSEMARC ON EXF|UNISYS_UNASSIGNED|2024-09-12|2|0.0
93|(SINCO)PSINCO/WRCARGANGE ON EXF|COBROS|2024-09-12|15|0.002443675793148926
94|*SYSTEM/MCPSQL/CONFIG|ENLACE|2024-09-12|2|1.940406364908439e-06
95|WFL/OPCON/COPIA/SALIDA/RESPALDO/CREANESCOD|OPERACION|2024-09-12|68|0.00012183874159013802
96|(SINCO)PSINCO/DRDESFENIT ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.05775378559198199
97|WFL/OPCON/WREXFONFOM|OPERACION|2024-09-12|1|1.4709532121080103e-06
98|(SINCO)PSINCO/IRPREPSELE ON EXF|INVENTARIOS|2024-09-12|657|0.36667392754209666
99|*SYSTEM/RESOLVER|UNISYS_SW1|2024-09-12|2|0.0011704249521236002
100|WFL/OPCON/COPIA/SALIDA/DRCEDEE|OPERACION|2024-09-12|1|1.8152188574949918e-06
101|*SYSTEM/NPSCS/SUPPORT|UNISYS_SW1|2024-09-12|2|0.0
102|WFL/OPCON/INDEXA/NITVMI/POR/NIT|OPERACION|2024-09-12|3|1.0077594346782541e-05
103|(SINCO)PSINCO/DRDCRVIIMP ON EXF|TRANSPORTE|2024-09-12|19|0.06800751876169524
104|WFL/OPCON/COPIA/SALIDA/RRAJUMOVRE/DUMMY|CONTABLES|2024-09-12|1|1.9247579264817587e-06
105|WFL/OPCON/COPIA/SALIDA/CRCONUNSU|OPERACION|2024-09-12|1|1.4709532121080105e-06
106|(SINCO)PSINCO/DRRESUEMPU ON EXF|LOGISTICA|2024-09-12|1|0.0015241109574434457
107|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRMODNIVIN|OPERACION|2024-09-12|1|1.1579844435743912e-06
108|(SINCO)PSINCO/WRSCEENVOM ON EXF|UNISYS_UNASSIGNED|2024-09-12|134|0.06049830261388386
109|WFL/OPCON/COPIA/SALIDA/IRCOINVWMS|OPERACION|2024-09-12|30|4.7759034078230283e-05
110|WFL/OPCON/CRVALMCCOM|OPERACION|2024-09-12|1|1.4709532121080105e-06
111|(SINCO)PSINCO/CRCREARFAB ON EXF|COSTOS|2024-09-12|3|0.0005394329694445462
112|WFL/OPCON/DRRESUEMPU|LOGISTICA|2024-09-12|1|1.5491954042414152e-06
113|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRESXORP/CORTES|ROTAR|2024-09-12|5|1.3848868007612652e-05
114|WFL/OPCON/RESPALDO/SALIDA/CRCOSTEOCR|VENTAS|2024-09-12|1|1.0484453745876245e-06
115|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRRECCOSIR|OPERACION|2024-09-12|68|0.00017275876023055783
116|(SINCO)PSINCO/DRPLANODI ON EXF|DIDETEXCO|2024-09-12|4|0.0009485613921101199
117|*SYSTEM/DMALGOL|UNISYS_UNASSIGNED|2024-09-12|2|5.126428428580684e-05
118|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRSEGXPLUR|OPERACION|2024-09-12|1|2.566343901975678e-06
119|(SINCO)PSINCO/CRLISORPRO ON EXF|UNISYS_UNASSIGNED|2024-09-12|571|0.09496348749861902
120|(SINCO)PROCESAVTASCAMCO|UNISYS_UNASSIGNED|2024-09-12|1|1.7839219806416297e-06
121|WFL/OPCON/WRPMCARPAV|OPERACION|2024-09-12|1|1.4866016505346916e-06
122|(SINCO)WFLCODE|UNISYS_UNASSIGNED|2024-09-12|6|1.9717032417618014e-06
123|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRMOVISINE/FALTANTE|INVENTARIOS|2024-09-12|1|2.3785626408555062e-06
124|(CPY)PCPY/DBINTERFACE ON FLINC|OPERACION|2024-09-12|7|3.143771279920205e-05
125|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRETOPES|OPERACION|2024-09-12|1|1.345765704694563e-06
126|(SINCO)PSINCO/WRESXLTV ON EXF|ROTAR|2024-09-12|645|0.2703198259142518
127|(SINCO)PSINCO/CRMOVINVMI ON EXF|INVENTARIOS|2024-09-12|3|0.2171317069598308
128|WFL/OPCON/COPIA/ENTRADA/DUMPALL/CRCARPREFA|PRECIOS|2024-09-12|4|0.00034363970784991396
129|SYSTEM/NETWORK/SERVICES/MANAGER|UNISYS_SW1|2024-09-12|2|2.1078446560739315e-05
130|WFL/OPCON/CRCUALIBRO/DIARIO|COMPRAS|2024-09-12|4|4.162484621497136e-06
131|WFL/OPCON/WRGENOTIFE|OPERACION|2024-09-12|1|1.4709532121080108e-06
132|WFL/OPCON/CRMODNIVIN|OPERACION|2024-09-12|1|1.5335469658147343e-06
133|(SINCO)PSINCO/CRMOVISINE ON EXF|INVENTARIOS|2024-09-12|3|0.4226465452786001
134|WFL/OPCON/CRCONVEMIG|CONVENIOS|2024-09-12|1|1.4240078968279676e-06
135|WFL/OPCON/WRCARGANGE/EXEP|OPERACION|2024-09-12|15|2.380127484698174e-05
136|(SIGHTLINE)VIEWPOINT/METERLIB ON SIGHTLINE|MONITOREO|2024-09-12|2|0.0
137|WFL/OPCON/COPIA/ENTRADA/CRCREARFAB|OPERACION|2024-09-12|3|7.464305129526819e-06
138|WFL/OPCON/COPIA/SALIDA/IRGECONSE|OPERACION|2024-09-12|1|2.3785626408555062e-06
139|WFL/OPCON/CRCAMBIART/CORTES|OPERACION|2024-09-12|68|0.000116001874056986
140|(SINCO)BDPSINCO/DATAEXCHANGE/DMSIIAGENT/DEPDN/STR_EAIO_KAFKA|SINCO|2024-09-12|2|1.5330049977982643
141|WFL/OPCON/WRCONVESIN|CONVENIOS|2024-09-12|1|1.4709532121080105e-06
142|WFL/OPCON/CONCATENA/PLANOS/CRMONEGCED|OPERACION|2024-09-12|10|1.4662586805800062e-05
143|WFL/OPCON/CRDEPCENVM|OPERACION|2024-09-12|1|1.4396563352546484e-06
144|WFL/OPCON/COPIA/RESPALDO/WRENVIALIQ/CXP|CXP|2024-09-12|2|1.6869016623962078e-05
145|WFL/OPCON/COPIA/SALIDA/CRMOVINVMI/NIT/CODLOC|OPERACION|2024-09-12|5|1.1689383504730679e-05
146|(SINCO)PSINCO/WRCARUPLMQ ON EXF|UNISYS_UNASSIGNED|2024-09-12|261|0.4258993705259158
147|WFL/OPCON/COPIA/SNDMV/SALIDA/NOVEDADES/ROTAR/PDN/ALMACENES|OPERACION|2024-09-12|645|0.006560545216632289
148|(LINC)LINC/APPL_BLD_ ON FLINC|SINCO|2024-09-12|2|8.592557540090515e-05
149|WFL/OPCON/INDEXA/DRPRELINEA|PRECIOS|2024-09-12|88|0.0002344918498238143
150|*SYSTEM/NETWORKSUPPORT|UNISYS_SW1|2024-09-12|2|0.00016602993170708517
151|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRPRELIQFA|OPERACION|2024-09-12|18|2.6351970310530738e-05
152|WFL/OPCON/COPIA/SALIDA/RESPALDO/PRGENOTAS|OPERACION|2024-09-12|1|2.5037501482689538e-06
153|(SINCO)PSINCO/PRCONFIPA ON EXF|CXP|2024-09-12|1|0.03134616943440598
154|WFL/OPCON/COPIA/SALIDA/RESPALDO/LEER/INDEXADO/CRSOLIPROV/CORTES|PEDIDOS|2024-09-12|2|0.00013581279710516407
155|(SINCO)PSINCO/DRLISMOUCR ON EXF|UNISYS_UNASSIGNED|2024-09-12|4|0.020067510493060388
156|WFL/OPCON/COPIA/SALIDA/DRMARLIPOP|OPERACION|2024-09-12|88|0.0006178003490853645
157|WFL/OPCON/COPIA/SALIDA/DRCEDBFIP|OPERACION|2024-09-12|1|1.674382911654863e-06
158|(SINCO)PSINCO/CRACTUESTA ON EXF|PRECIOS|2024-09-12|1|0.028946231026659622
159|*SYSTEM/MFASUPPORT|UNISYS_UNASSIGNED|2024-09-12|2|6.195216773123018e-05
160|WFL/OPCON/COPIA/SIEMBRA/DUMMY/WRINTROTA/ALMACENES/TEST|ROTAR|2024-09-12|645|0.0014974773152412366
161|WFL/OPCON/COPIA/SALIDA/IRCREIIAVE|OPERACION|2024-09-12|1|1.5804922810947773e-06
162|WFL/OPCON/WRESXF|ROTAR|2024-09-12|647|0.0014991829950297447
163|WFL/OPCON/CRCAMPREFU|OPERACION|2024-09-12|1|1.5648438426680962e-06
164|*SYSTEM/RCOCLIENTSUPPORT|UNISYS_UNASSIGNED|2024-09-12|263|0.022933428100276463
165|(SINCO)PSINCO/DRINFOTRAM ON EXF|PROGRAMASUSUARIOS|2024-09-12|2|0.00031916555015058454
166|PRINT/MONITOR|IMPRESION|2024-09-12|3|4.796246377777731e-05
167|UTIL/COPIA/CHEQUEO|OPERACION|2024-09-12|1|1.2518750741344769e-06
168|(SINCO)PSINCO/WRCAUSASAP ON EXF|CXP|2024-09-12|4|0.0009805624486926823
169|WFL/OPCON/WRACTFACEL|OPERACION|2024-09-12|1|1.5961407195214583e-06
170|WFL/OPCON/COPIA/SALIDA/RESPALDO/DRINFTIPLE|OPERACION|2024-09-12|1|2.456804832988911e-06
171|WFL/OPCON/COPIA/SALIDA/CRCUALIBRO/ACUMULADO/L/NOC|COMPRAS|2024-09-12|12|1.5648438426680963e-05
172|WFL/OPCON/CRCARGAPFP|OPERACION|2024-09-12|68|0.00010484453745876246
173|*SYSTEM/CCF/PCM/TCPIP|RED|2024-09-12|2|2.0030001186151635e-06
174|(SINCO)PSINCO/WRACTFACEL ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.00027525603192531816
175|WFL/OPCON/WRCONVEELI|CONVENIOS|2024-09-12|1|4.3815627594706694e-07
176|WFL/OPCON/WRBAJADETR|DESPACHOS|2024-09-12|4|6.321969124379109e-06
177|WFL/OPCON/CREA/PARAMETROS/CRPEDIEVEN|EVENTOS|2024-09-12|6|2.0264727762551846e-05
178|(SINCO)PSINCO/DRCANCEDEV ON EXF|DEVOLUCIONES|2024-09-12|1|0.0001435118288110911
179|WFL/OPCON/COPIA/SALIDA/WRENVIAINS/PERSEO|CXP|2024-09-12|2|3.1609845621895545e-06
180|(SINCO)PSINCO/DRREIMDEVO ON EXF|DEVOLUCIONES|2024-09-12|2|0.0018144207871352302
181|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRLISCEIMR|OPERACION|2024-09-12|1|2.323793106362123e-05
182|WFL/OPCON/WRDEVPORTA_ALM|COMPRAS|2024-09-12|7|2.420813424607545e-05
183|(SINCO)PSINCO/CRLIPREPRO ON EXF|PRECIOS|2024-09-12|2|0.00024622817864382475
184|WFL/OPCON/COPIA/SALIDA/IRFOINVECE|OPERACION|2024-09-12|1|2.1281876260286107e-06
185|WFL/OPCON/CRSOLIPROV/CORTES|PEDIDOS|2024-09-12|2|3.1609845621895545e-06
186|(SINCO)PSINCO/CRTENOVCER ON EXF|UNISYS_UNASSIGNED|2024-09-12|2|0.009933972978902462
187|WFL/OPCON/DRFACTREDI|DIDETEXCO|2024-09-12|1|2.910609547362659e-06
188|(SINCO)PSINCO/DRINFDRVIA ON EXF|PROGRAMASUSUARIOS|2024-09-12|934|0.17283523414914911
189|WFL/OPCON/COPIA/SALIDA/USUARIOS|OPERACION|2024-09-12|356|0.0006728202585935751
190|(SINCO)PSINCO/WREXTFNCS ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.0001588785953460918
191|WFL/OPCON/COPIA/ENTRADA/CRSUSPPLMA|OPERACION|2024-09-12|1|1.643086034801501e-06
192|WFL/OPCON/COPIA/SALIDA/RESPALDO/CRACTSEWAY|OPERACION|2024-09-12|1|2.44115639456223e-06
193|(SINCO)PSINCO/WRLISDEVEN ON EXF|DEVOLUCIONES|2024-09-12|789|0.16479847784509738
194|WFL/OPCON/WRINFINREC|DESPACHOS|2024-09-12|1|1.7213282269349059e-06
195|*SMA/EVENTGEN|OPERACION|2024-09-12|2913|0.001816721107583927
196|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRNOVPLUS|OPERACION|2024-09-12|555|0.0049989718975953674
197|WFL/OPCON/COPIA/SALIDA/CRPEDIXINS/CORTES|PEDIDOS|2024-09-12|1|0.00022065863025462823
198|(SINCO)PSINCO/ENVIRONMENT ON EXF|SINCO|2024-09-12|128|0.000206888004439149
199|(SINCO)PSINCO/CRPLANICAR ON EXF|UNISYS_UNASSIGNED|2024-09-12|5|0.0008462049563611998
200|UTIL/COPIA/GENERICOS|OPERACION|2024-09-12|1780|0.003237536722972915
201|WFL/OPCON/COPIA/ENTRADA/CRBOREXCEP|OPERACION|2024-09-12|2|4.804070596991056e-06
202|WFL/OPCON/CONVER/ENTRADA/CRCARPLUD|OPERACION|2024-09-12|5|6.3845628780858324e-06
203|(SINCO)PSINCO/WRPMCARDPL ON EXF|UNISYS_UNASSIGNED|2024-09-12|68|0.10749433448286763
204|WFL/OPCON/COPIA/SALIDA/WRNOVPLUS/BALANZAS|OPERACION|2024-09-12|555|0.001178139632267957
205|(SINCO)PSINCO/WRESXORH ON EXF|ROTAR|2024-09-12|7|0.27821732676474475
206|(SINCO)PSINCO/WRINFVTALI ON EXF|UNISYS_UNASSIGNED|2024-09-12|1|0.007883902357499842
207|(SINCO)PSINCO/WRCARCATAL ON EXF|DIFUSIONES|2024-09-12|2|0.0015208873791275493
208|WFL/OPCON/WRRECICLAP|OPERACION|2024-09-12|70|0.00010066640439883865
209|(SINCO)FTP/FILE/TRANSFER/TO/JVRACCLNW-SCAN|FTP|2024-09-12|23|9.626919320094127e-05
210|WFL/OPCON/COPIA/ENTRADA/CRAPLIDIVA|OPERACION|2024-09-12|1|1.9247579264817587e-06
211|WFL/OPCON/COPIA/ENTRADA/DRCARCEEDP|OPERACION|2024-09-12|1|1.643086034801501e-06
212|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRCONMAPLB|OPERACION|2024-09-12|2|4.256375252057221e-06
213|WFL/OPCON/GENERA/PARAMETROS/IRDELTAINV|OPERACION|2024-09-12|75|0.0002861629935087147
214|(SINCO)FTP/HELPER/FOR/BATCH/CLIENT/ |FTP|2024-09-12|63613|0.43896403269022616
215|(SINCO)DMSUPPORT/BDPSINCO ON EXF|SINCO|2024-09-12|4|0.0
216|WFL/OPCON/DRDERPPLAP|OPERACION|2024-09-12|1|1.7839219806416297e-06
217|WFL/OPCON/COPIA/SALIDA/RESPALDO/WRCONVEELI|CONVENIOS|2024-09-12|1|5.633437833605147e-07
218|WFL/OPCON/COPIA/SALIDA/CRCEEXECAR|OPERACION|2024-09-12|1|1.9717032417618014e-06
219|ATLASSUPPORT/DISKWRITER|UNISYS_SW1|2024-09-12|8|1.1736328820010722e-05
220|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRGENDILIR|PEDIDOS|2024-09-12|17|2.8292376675439185e-05
221|SISTEMA OPERATIVO|UNISYS MCP|2024-09-12|2|11.952438590050662
222|WFL/OPCON/COPIA/SALIDA/DRPRIPRPOP|OPERACION|2024-09-12|555|0.0010784747279284257
223|WFL/OPCON/CRACUCOMPP|COMPRAS|2024-09-12|16|4.340876819561299e-05
224|WFL/DBATOOLS/SINCO|MONITOREO|2024-09-12|1|2.6445860941090824e-06
225|WFL/OPCON/DUMPALL/BAJAPEDI/EXPOE|OPERACION|2024-09-12|1|0.0012020191493070714
226|(SINCO)PSINCO/DRDASINPLU ON EXF|RESURTIDO|2024-09-12|6|0.012332315245929289
227|(SINCO)PSINCO/WRCOMPRSAP ON EXF|CXP|2024-09-12|5|0.05341600716322917
228|WFL/OPCON/CONVIERTE/ARCHIVO/CRACTCOLOG|LOGISTICA|2024-09-12|1|1.4709532121080105e-06
229|WFL/OPCON/COPIA/ENTRADA/RESPALDO/CRECEDIC|OPERACION|2024-09-12|1|1.4709532121080105e-06
230|(PROCESO)COPIAPLA|UNISYS_UNASSIGNED|2024-09-12|1|1.5804922810947773e-06
231|(SINCO)PSINCO/CRCARINVCC ON EXF|MERCANCIACONSIG|2024-09-12|1|0.00015430925132550095
232|(SINCO)PSINCO/CRGENSUMIN ON EXF|UNISYS_UNASSIGNED|2024-09-12|3|0.0010519193279183478
233|WFL/OPCON/COPIA/SALIDA/CRSOLIMPOR/C|OPERACION|2024-09-12|1|1.0061945908355858e-05
234|WFL/OPCON/PRGENOTAS|OPERACION|2024-09-12|1|1.4709532121080105e-06
235|WFL/OPCON/COPIA/SALIDA/CRMASPLUEV/CON|OPERACION|2024-09-12|78|0.00017300913524538467
236|WFL/OPCON/CRVERCECLC|ROTAR|2024-09-12|1|1.3770625815479247e-06
237|WFL/OPCON/COPIA/SALIDA/CRLISCEIMR|OPERACION|2024-09-12|1|1.5961407195214583e-06
238|WFL/OPCON/WRETIGENE|PRECIOS|2024-09-12|673|0.0010345495612647316
239|*SYSTEM/MCPSERVER/SUPPORT|UNISYS_SW1|2024-09-12|2|0.0
240|*SYSTEM/DOCJOBWATCHER|OPERACION|2024-09-12|2|0.0005988970354659347
241|(SINCO)PSINCO/CRGENPLUFM ON EXF|MILAN|2024-09-12|1|0.023814763800905542
242|WFL/OPCON/CRGDISOMAY|OPERACION|2024-09-12|25|4.88231278912446e-05
243|(SINCO)PSINCO/CRCOSCOBES ON EXF|UNISYS_UNASSIGNED|2024-09-12|645|0.11450389599171516
